age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,roledepartament,remotework,veterania
45,no,travel_rarely,,7.0,3,life sciences,1243,2,Male,3,3,research scientist,1,married,2,no,17,"3,0",3,part time,1,11.318933823529411,2,3,1,0,0,97240.0,,yes,-= de 10 años
36,yes,travel_rarely,,9.0,3,medical,1244,4,Male,2,1,research scientist,3,married,0,no,17,"3,0",1,full time,1,11.318933823529411,0,2,1,0,0,33880.0,,no,-= de 10 años
36,no,travel_rarely,research & development,6.0,3,life sciences,1245,2,Female,4,1,laboratory technician,4,married,3,no,12,"3,0",2,part time,0,11.318933823529411,3,3,1,0,0,65245.87531343283,laboratory technician  -  research & development,yes,-= de 10 años
45,no,travel_rarely,research & development,6.0,4,other,1246,4,Male,3,3,research director,1,married,4,yes,14,"3,0",2,part time,0,11.318933823529411,3,4,0,0,0,100071.84,research director  -  research & development,no,-= de 10 años
55,no,travel_rarely,,1.0,2,,1247,1,Male,3,3,sales executive,4,married,3,no,14,"3,0",4,part time,1,11.318933823529411,4,3,1,1,0,65245.87531343283,,yes,-= de 10 años
23,no,travel_rarely,,2.0,1,technical degree,1248,3,Male,3,1,sales representative,1,divorced,3,no,13,"3,0",3,part time,1,11.318933823529411,3,3,0,0,0,23220.0,,no,-= de 10 años
32,no,travel_rarely,,1.0,1,life sciences,1249,4,Male,3,1,research scientist,1,single,1,no,13,"3,0",4,part time,0,11.318933823529411,2,3,1,0,0,28111.13,,yes,-= de 10 años
20,yes,travel_rarely,research & development,6.0,3,life sciences,1250,4,Female,2,1,laboratory technician,4,single,1,yes,18,"3,0",2,part time,0,11.318933823529411,5,3,1,1,0,65245.87531343283,laboratory technician  -  research & development,no,-= de 10 años
37,no,travel_rarely,,2.0,2,life sciences,1251,3,Male,2,2,healthcare representative,4,divorced,5,no,14,"3,0",4,part time,1,17.0,2,4,1,0,0,53914.11,,no,-= de 10 años
22,no,travel_rarely,research & development,15.0,3,,1252,2,Female,3,1,laboratory technician,4,single,1,no,15,"3,0",3,part time,0,11.318933823529411,5,3,0,0,0,28111.13,laboratory technician  -  research & development,no,-= de 10 años
34,no,travel_rarely,,8.89240506329114,4,life sciences,1253,2,Female,2,2,research scientist,2,married,6,no,15,"3,0",3,part time,1,11.318933823529411,3,3,1,0,0,45050.0,,no,-= de 10 años
36,no,travel_rarely,,3.0,2,life sciences,1254,1,Female,3,1,laboratory technician,4,divorced,5,no,22,"4,0",1,full time,1,11.318933823529411,2,3,1,0,0,28350.0,,no,-= de 10 años
19,yes,travel_rarely,sales,22.0,1,marketing,1255,4,Male,3,1,sales representative,3,single,1,yes,19,"3,0",4,part time,0,0.0,2,2,0,0,0,28111.13,sales representative  -  sales,yes,-= de 10 años
41,no,travel_rarely,,9.0,4,life sciences,1256,3,Male,3,1,laboratory technician,1,married,2,no,21,"4,0",4,part time,1,7.0,2,3,5,1,4,28111.13,,no,-= de 10 años
19,no,travel_rarely,,8.89240506329114,1,,1257,2,Female,3,1,laboratory technician,2,single,1,no,14,"3,0",4,part time,0,1.0,3,3,1,0,0,28111.13,,no,-= de 10 años
51,no,travel_rarely,,7.0,4,,1258,2,Male,2,2,manufacturing director,3,married,2,no,17,"3,0",3,part time,0,10.0,2,3,1,0,0,53914.11,,yes,-= de 10 años
58,no,travel_rarely,,9.0,3,,1259,2,Female,2,1,research scientist,2,married,4,yes,20,"4,0",2,part time,1,9.0,3,2,1,0,0,28111.13,,no,-= de 10 años
19,yes,travel_frequently,,1.0,1,,1260,3,Female,1,1,sales representative,1,married,0,no,21,"4,0",1,part time,0,1.0,5,3,0,0,0,28111.13,,yes,-= de 10 años
19,yes,travel_rarely,,2.0,3,life sciences,1261,2,Male,2,1,laboratory technician,4,single,1,no,22,"4,0",3,part time,0,1.0,3,2,1,1,0,28111.13,,yes,-= de 10 años
35,yes,travel_rarely,,23.0,2,,1262,2,Male,2,2,manufacturing director,3,married,3,yes,13,"3,0",1,part time,0,8.0,1,3,1,0,1,53914.11,,no,-= de 10 años
38,no,travel_rarely,,8.89240506329114,4,,1263,4,Male,3,2,manufacturing director,3,married,9,no,14,"3,0",2,full time,0,14.0,3,3,1,0,0,65530.0,,no,-= de 10 años
38,yes,travel_rarely,,29.0,1,medical,1264,2,Male,3,2,healthcare representative,1,married,7,yes,19,"3,0",2,full time,0,17.0,2,3,1,0,0,66730.0,,no,-= de 10 años
41,no,travel_rarely,sales,6.0,3,life sciences,1265,4,Female,3,3,manager,4,single,3,yes,18,"3,0",3,full time,0,11.318933823529411,3,3,1,0,0,135910.0,manager  -  sales,no,-= de 10 años
59,no,travel_rarely,,3.0,3,life sciences,1266,3,Male,2,1,research scientist,4,married,3,no,17,"3,0",1,part time,1,7.0,6,3,1,0,0,21770.0,,yes,-= de 10 años
50,no,travel_rarely,,1.0,4,medical,1267,4,Female,3,5,manager,4,divorced,3,no,11,"3,0",3,full time,1,11.318933823529411,3,2,7,0,6,195170.0,,no,-= de 10 años
41,no,travel_rarely,research & development,19.0,2,life sciences,1268,3,Male,3,2,research scientist,1,divorced,2,no,16,"3,0",1,part time,2,17.0,2,2,1,0,0,53914.11,research scientist  -  research & development,yes,-= de 10 años
45,no,travel_rarely,,1.0,3,,1269,3,Male,4,5,manager,4,married,0,no,11,"3,0",3,full time,1,25.0,2,3,24,1,7,192020.0,,no,+ de 10 años
37,yes,travel_rarely,,10.0,3,medical,1270,1,Male,3,3,manufacturing director,3,married,6,no,11,"3,0",2,full time,2,17.0,5,3,1,0,0,100480.0,,yes,-= de 10 años
51,no,travel_rarely,,8.89240506329114,3,,1271,3,Male,3,1,research scientist,4,married,1,no,11,"3,0",2,part time,0,1.0,0,2,1,0,0,27230.0,,no,-= de 10 años
28,yes,travel_rarely,,2.0,4,life sciences,1272,1,Male,3,1,laboratory technician,3,single,2,no,11,"3,0",3,part time,0,5.0,5,1,0,0,0,28111.13,,no,-= de 10 años
29,no,travel_rarely,,2.0,3,medical,1273,1,Male,2,2,sales executive,2,married,2,no,19,"3,0",2,full time,2,10.0,2,3,0,0,0,66440.0,,no,-= de 10 años
31,no,travel_rarely,research & development,23.0,3,medical,1274,2,Male,2,2,healthcare representative,4,married,0,no,21,"3,0",2,part time,1,10.0,2,3,9,7,8,53914.11,healthcare representative  -  research & development,no,-= de 10 años
38,no,travel_rarely,,7.0,2,medical,1275,1,Female,4,2,sales executive,1,married,1,yes,24,"4,0",3,full time,1,8.0,3,3,8,7,7,56050.0,,no,-= de 10 años
44,yes,travel_frequently,,8.89240506329114,3,life sciences,1276,1,Male,3,1,laboratory technician,3,married,3,yes,22,"4,0",4,full time,1,19.0,0,1,1,0,0,31610.0,,yes,-= de 10 años
36,no,travel_rarely,,3.0,3,technical degree,1277,3,Male,3,2,research scientist,2,single,4,no,12,"3,0",4,part time,0,10.0,2,3,8,7,7,53914.11,,yes,-= de 10 años
18,yes,travel_rarely,research & development,3.0,3,,1278,3,Male,3,1,laboratory technician,3,single,1,no,13,"3,0",3,part time,0,0.0,2,3,0,0,0,65245.87531343283,laboratory technician  -  research & development,yes,-= de 10 años
36,no,travel_rarely,,18.0,4,life sciences,1279,3,Male,4,1,laboratory technician,4,married,4,no,18,"3,0",4,part time,2,4.0,2,3,1,0,0,28111.13,,no,-= de 10 años
18,no,travel_rarely,,10.0,3,,1280,4,Female,2,1,sales representative,3,married,1,no,12,"3,0",1,part time,0,0.0,2,3,0,0,0,12000.0,,no,-= de 10 años
39,yes,travel_rarely,,3.0,2,,1281,4,Female,3,2,sales executive,3,married,4,yes,18,"3,0",1,part time,0,12.0,3,2,1,0,0,52380.0,,no,-= de 10 años
43,no,travel_rarely,research & development,8.89240506329114,3,,1282,1,Female,3,3,healthcare representative,1,married,8,no,16,"3,0",1,part time,1,11.318933823529411,1,2,1,0,0,99850.0,healthcare representative  -  research & development,no,-= de 10 años
47,no,travel_frequently,,4.0,1,medical,1283,2,Male,3,2,sales representative,3,married,3,no,19,"3,0",1,part time,0,5.0,3,3,0,0,0,53914.11,,no,-= de 10 años
42,no,travel_rarely,,23.0,5,,1284,1,Female,3,4,research director,4,single,2,no,14,"3,0",2,full time,0,16.0,2,3,1,0,0,159920.0,,no,-= de 10 años
32,no,travel_rarely,,2.0,3,,1285,3,Female,3,1,laboratory technician,2,married,1,no,13,"3,0",3,part time,1,8.0,4,3,8,0,7,23700.0,,no,-= de 10 años
48,no,travel_rarely,,29.0,1,medical,1286,1,Female,3,3,manager,3,married,3,no,21,"4,0",2,part time,1,15.0,3,1,0,0,0,100071.84,,yes,-= de 10 años
42,no,travel_rarely,research & development,2.0,4,,1287,1,Male,2,2,healthcare representative,4,married,3,no,23,"4,0",2,full time,0,11.318933823529411,6,3,1,0,0,67810.0,healthcare representative  -  research & development,no,-= de 10 años
36,no,non-travel,,1.0,5,medical,1288,4,Female,3,2,sales executive,4,married,4,no,15,"3,0",2,part time,0,11.318933823529411,6,3,1,0,0,65245.87531343283,,yes,-= de 10 años
33,yes,travel_rarely,,5.0,3,marketing,1289,4,Female,3,1,sales representative,3,single,1,no,13,"3,0",2,full time,0,1.0,2,3,1,0,0,28510.0,,no,-= de 10 años
46,no,travel_rarely,research & development,7.0,4,medical,1290,3,Female,3,2,manufacturing director,3,married,2,no,14,"3,0",3,part time,0,7.0,2,4,1,0,0,52580.0,manufacturing director  -  research & development,no,-= de 10 años
21,yes,travel_rarely,sales,12.0,3,life sciences,1291,3,Female,4,1,sales representative,2,single,1,no,15,"3,0",4,part time,0,1.0,0,3,1,0,0,65245.87531343283,sales representative  -  sales,no,-= de 10 años
30,no,travel_rarely,,2.0,1,technical degree,1292,3,Male,3,1,sales representative,2,married,1,no,18,"3,0",1,part time,1,11.318933823529411,3,3,1,0,0,65245.87531343283,,yes,-= de 10 años
30,yes,travel_frequently,,4.0,3,,1293,3,Male,3,1,research scientist,4,single,9,yes,23,"4,0",3,part time,0,3.0,4,3,1,0,0,22850.0,,no,-= de 10 años
32,no,travel_rarely,,10.0,4,,1294,3,Male,3,2,manufacturing director,2,single,2,no,12,"3,0",4,part time,0,18.0,2,2,1,0,1,41970.0,,no,-= de 10 años
40,no,travel_rarely,,2.0,3,,1295,2,Female,2,2,laboratory technician,3,married,6,no,22,"4,0",2,part time,1,11.318933823529411,3,3,1,0,0,65245.87531343283,,yes,-= de 10 años
28,no,travel_rarely,,17.0,2,,1296,3,Male,3,2,laboratory technician,1,married,1,no,12,"3,0",4,part time,1,10.0,2,3,10,1,8,45580.0,,no,-= de 10 años
38,no,travel_frequently,,2.0,2,,1297,4,Male,3,1,laboratory technician,4,married,1,yes,23,"4,0",3,part time,1,11.318933823529411,3,3,1,0,0,17020.0,,no,-= de 10 años
19,yes,travel_rarely,,2.0,2,technical degree,1298,1,Male,2,1,human resources,4,single,1,no,12,"3,0",3,part time,0,1.0,3,4,1,0,0,25640.0,,no,-= de 10 años
57,no,travel_rarely,,29.0,3,,1299,1,Male,2,4,manager,4,divorced,3,no,12,"3,0",3,full time,1,11.318933823529411,3,2,1,0,0,153407.07,,yes,-= de 10 años
47,no,travel_rarely,,2.0,2,medical,1300,1,Female,3,2,manufacturing director,4,married,5,no,13,"3,0",3,part time,3,20.0,2,3,5,0,4,50700.0,,no,-= de 10 años
54,no,travel_rarely,,8.0,4,life sciences,1301,3,Female,3,2,laboratory technician,3,single,7,no,11,"3,0",3,part time,0,11.318933823529411,3,3,1,0,0,37800.0,,no,-= de 10 años
31,yes,travel_frequently,,8.89240506329114,3,,1302,4,Male,3,3,healthcare representative,3,married,3,no,12,"3,0",1,part time,0,12.0,2,3,1,0,0,98240.0,,yes,-= de 10 años
18,yes,travel_frequently,,5.0,3,marketing,1303,2,Male,3,1,sales representative,2,married,1,yes,14,"3,0",4,part time,0,11.318933823529411,3,3,0,0,0,18780.0,,no,-= de 10 años
40,no,travel_rarely,,28.0,3,other,1304,3,Male,1,3,sales executive,1,married,3,no,15,"3,0",3,part time,1,20.0,2,3,1,0,1,100071.84,,no,-= de 10 años
26,no,travel_rarely,,29.0,2,,1305,1,Male,3,2,sales executive,3,married,5,no,12,"3,0",1,part time,2,8.0,5,3,0,0,0,53914.11,,no,-= de 10 años
26,yes,travel_rarely,research & development,8.89240506329114,3,,1306,3,Male,1,1,laboratory technician,4,single,1,yes,18,"3,0",2,part time,0,1.0,3,1,1,0,0,65245.87531343283,laboratory technician  -  research & development,yes,-= de 10 años
38,no,travel_rarely,,10.0,3,,1307,3,Female,3,2,healthcare representative,3,married,3,no,19,"3,0",3,part time,1,18.0,4,3,1,0,0,65245.87531343283,,no,-= de 10 años
24,no,travel_rarely,,17.0,2,other,1308,4,Male,2,1,laboratory technician,2,married,1,no,21,"4,0",4,part time,1,1.0,2,3,1,0,0,21270.0,,yes,-= de 10 años
30,yes,travel_frequently,,12.0,4,,1309,2,Male,2,1,sales representative,1,married,1,no,18,"3,0",3,part time,1,1.0,2,4,1,0,0,20330.0,,no,-= de 10 años
37,no,travel_rarely,,2.0,3,marketing,1310,4,Male,3,2,sales executive,3,married,4,no,11,"3,0",3,full time,1,11.318933823529411,3,2,3,1,0,96020.0,,no,-= de 10 años
20,no,travel_rarely,research & development,1.0,3,life sciences,1311,4,Female,2,1,research scientist,2,married,1,no,13,"3,0",4,part time,0,1.0,0,4,1,0,0,28111.13,research scientist  -  research & development,yes,-= de 10 años
43,no,travel_rarely,,8.89240506329114,4,other,1312,2,Male,2,4,research director,4,divorced,4,no,14,"3,0",3,full time,1,21.0,3,3,1,0,0,166270.0,,no,-= de 10 años
38,no,travel_rarely,,8.89240506329114,1,life sciences,1313,3,Female,3,1,research scientist,1,married,3,no,17,"3,0",4,part time,0,8.0,3,2,0,0,0,28111.13,,yes,-= de 10 años
33,no,travel_rarely,sales,8.0,4,marketing,1314,3,Male,3,2,sales executive,3,divorced,0,no,12,"3,0",4,part time,0,6.0,3,3,5,1,2,53914.11,sales executive  -  sales,no,-= de 10 años
30,no,travel_rarely,,3.0,3,,1315,3,Female,3,1,research scientist,3,married,1,no,20,"4,0",3,part time,1,1.0,2,3,1,0,0,20830.0,,no,-= de 10 años
29,no,travel_rarely,sales,8.89240506329114,2,medical,1316,2,Female,3,2,sales executive,3,married,1,no,14,"3,0",1,part time,1,11.318933823529411,5,2,6,1,2,53914.11,sales executive  -  sales,no,-= de 10 años
20,yes,travel_rarely,,10.0,1,medical,1317,4,Male,3,1,research scientist,3,single,1,no,11,"3,0",4,part time,0,11.318933823529411,5,3,1,1,1,10090.0,,yes,-= de 10 años
35,no,non-travel,,8.89240506329114,3,,1318,2,Male,2,1,laboratory technician,3,married,1,no,18,"3,0",3,part time,2,1.0,3,3,1,0,0,65245.87531343283,,no,-= de 10 años
37,no,travel_rarely,,10.0,2,life sciences,1319,4,Male,4,1,research scientist,4,single,3,no,17,"3,0",1,part time,0,11.318933823529411,2,3,1,0,0,28111.13,,yes,-= de 10 años
38,no,travel_rarely,,1.0,3,,1320,3,Female,3,3,manufacturing director,3,single,4,yes,14,"3,0",4,part time,0,10.0,4,3,1,0,0,78610.0,,yes,-= de 10 años
29,no,travel_rarely,,10.0,3,,1321,3,Male,3,1,sales representative,3,single,1,no,11,"3,0",3,part time,0,1.0,6,3,1,0,0,26420.0,,no,-= de 10 años
35,no,travel_rarely,,2.0,4,,1322,4,Female,3,2,healthcare representative,1,divorced,2,no,11,"3,0",1,part time,1,16.0,2,4,1,0,0,53914.11,,no,-= de 10 años
38,no,travel_rarely,,2.0,5,medical,1323,4,Male,3,1,research scientist,3,married,6,yes,13,"3,0",2,part time,1,11.318933823529411,0,1,1,0,1,65245.87531343283,,yes,-= de 10 años
34,no,travel_rarely,,8.0,5,life sciences,1324,2,Female,3,2,manufacturing director,1,married,3,no,14,"3,0",3,part time,1,11.318933823529411,3,3,0,0,0,51210.0,,yes,-= de 10 años
23,yes,travel_rarely,,6.0,3,life sciences,1325,3,Male,4,1,laboratory technician,1,married,1,yes,21,"4,0",3,part time,2,1.0,2,3,0,0,0,65245.87531343283,,no,-= de 10 años
24,no,travel_rarely,,9.0,3,life sciences,1326,3,Male,2,1,laboratory technician,2,divorced,1,no,11,"3,0",3,part time,3,11.318933823529411,4,3,1,0,0,26940.0,,no,-= de 10 años
29,yes,travel_rarely,,1.0,2,life sciences,1327,2,Female,2,1,laboratory technician,1,married,1,no,11,"3,0",4,part time,1,1.0,1,3,1,0,0,28111.13,,yes,-= de 10 años
40,no,travel_frequently,,16.0,4,medical,1328,1,Male,2,2,laboratory technician,3,married,6,no,14,"3,0",4,part time,0,10.0,6,3,1,0,0,50940.0,,yes,-= de 10 años
30,no,travel_rarely,research & development,2.0,3,,1329,3,Female,2,2,manufacturing director,4,single,5,no,24,"4,0",2,part time,0,12.0,4,2,0,0,0,53914.11,manufacturing director  -  research & development,yes,-= de 10 años
45,no,travel_rarely,,2.0,3,,1330,2,Female,2,1,research scientist,3,married,1,no,14,"3,0",4,part time,0,1.0,3,3,1,0,0,22740.0,,no,-= de 10 años
27,no,travel_rarely,,3.0,3,medical,1331,4,Male,3,1,research scientist,4,married,1,no,11,"3,0",3,part time,3,0.0,6,2,0,0,0,28111.13,,no,-= de 10 años
37,no,travel_rarely,,16.0,4,marketing,1332,4,Male,2,2,sales executive,3,married,4,no,19,"3,0",4,part time,2,9.0,2,3,1,0,0,53914.11,,no,-= de 10 años
32,no,travel_rarely,,1.0,3,life sciences,1333,4,Male,3,1,laboratory technician,4,divorced,0,no,12,"3,0",2,part time,1,4.0,2,3,3,0,2,23140.0,,yes,-= de 10 años
53,no,travel_rarely,,8.0,3,marketing,1334,1,Male,3,4,sales executive,4,married,5,no,14,"3,0",3,full time,1,28.0,3,3,2,2,2,153407.07,,yes,-= de 10 años
37,no,travel_rarely,,8.89240506329114,2,,1335,1,Male,3,3,sales executive,2,single,1,yes,13,"3,0",4,part time,0,11.318933823529411,2,3,10,0,9,100071.84,,no,-= de 10 años
32,yes,travel_rarely,,25.0,4,,1336,1,Male,3,1,laboratory technician,4,married,1,no,24,"4,0",3,part time,0,1.0,2,1,1,0,1,28111.13,,yes,-= de 10 años
58,yes,travel_frequently,,2.0,1,,1337,4,Male,2,1,laboratory technician,4,divorced,9,no,14,"3,0",4,part time,1,3.0,3,2,1,0,0,23800.0,,no,-= de 10 años
43,no,travel_rarely,,8.0,3,,1338,1,Female,3,2,manufacturing director,2,divorced,4,no,21,"4,0",3,part time,1,4.0,2,4,1,0,0,53914.11,,no,-= de 10 años
21,yes,travel_rarely,research & development,18.0,1,other,1339,4,Female,3,1,research scientist,4,single,1,no,19,"3,0",1,part time,0,11.318933823529411,3,2,1,0,0,28111.13,research scientist  -  research & development,no,-= de 10 años
34,no,travel_rarely,,8.89240506329114,3,life sciences,1340,4,Male,3,1,laboratory technician,2,married,1,no,14,"3,0",2,part time,2,1.0,3,3,1,1,0,20080.0,,yes,-= de 10 años
58,no,travel_rarely,,5.0,3,,1341,3,Female,2,3,healthcare representative,2,divorced,2,no,13,"3,0",4,full time,1,24.0,3,3,6,0,4,105520.0,,no,-= de 10 años
48,no,travel_rarely,,20.0,4,medical,1342,4,Male,3,1,research scientist,3,married,4,no,17,"3,0",1,part time,2,13.0,2,2,0,0,0,22590.0,,no,-= de 10 años
32,no,non-travel,,1.0,3,life sciences,1343,3,Female,2,1,laboratory technician,2,married,6,no,20,"3,0",3,part time,0,5.0,3,3,3,0,2,28111.13,,no,-= de 10 años
25,yes,travel_rarely,,19.0,2,marketing,1344,3,Male,2,1,sales representative,2,married,1,yes,18,"3,0",3,part time,3,11.318933823529411,2,3,1,0,0,24130.0,,no,-= de 10 años
40,no,travel_rarely,sales,10.0,4,marketing,1345,1,Male,2,3,sales executive,2,divorced,2,no,12,"3,0",2,part time,1,11.0,2,2,1,0,0,100071.84,sales executive  -  sales,yes,-= de 10 años
19,yes,travel_rarely,,21.0,3,other,1346,4,Male,2,1,sales representative,2,single,1,yes,13,"3,0",2,part time,0,1.0,3,4,1,0,0,21210.0,,no,-= de 10 años
20,yes,travel_rarely,research & development,4.0,3,technical degree,1347,1,Male,3,1,laboratory technician,1,single,1,no,19,"3,0",2,part time,0,1.0,2,3,1,0,0,28111.13,laboratory technician  -  research & development,no,-= de 10 años
33,no,travel_rarely,,1.0,3,,1348,2,Female,2,2,healthcare representative,4,married,0,no,14,"3,0",1,part time,0,6.0,3,3,5,1,4,53914.11,,no,-= de 10 años
58,yes,travel_rarely,,2.0,3,,1349,4,Male,3,1,research scientist,3,single,4,no,24,"4,0",1,part time,0,7.0,4,3,1,0,0,24790.0,,no,-= de 10 años
40,yes,non-travel,,24.0,3,,1350,2,Female,4,4,sales executive,2,single,4,no,16,"3,0",4,full time,0,22.0,2,2,1,0,0,131940.0,,yes,-= de 10 años
29,yes,travel_rarely,,10.0,3,,1351,4,Female,2,1,research scientist,1,single,6,yes,20,"4,0",3,part time,0,3.0,5,3,0,0,0,28111.13,,yes,-= de 10 años
47,no,travel_rarely,,8.89240506329114,2,life sciences,1352,4,Female,3,2,sales executive,4,single,1,yes,17,"3,0",3,part time,0,9.0,0,3,9,0,7,65245.87531343283,,no,-= de 10 años
18,no,travel_rarely,,5.0,2,,1353,2,Male,3,1,research scientist,4,married,1,no,15,"3,0",4,part time,0,11.318933823529411,2,3,0,0,0,28111.13,,no,-= de 10 años
20,yes,travel_rarely,,8.89240506329114,3,medical,1354,4,Female,2,1,research scientist,1,married,1,yes,15,"3,0",1,part time,0,1.0,2,3,1,0,0,26000.0,,no,-= de 10 años
42,no,travel_rarely,,5.0,2,,1355,4,Male,3,5,manager,3,married,6,no,13,"3,0",2,full time,0,21.0,3,4,1,0,0,183030.0,,yes,-= de 10 años
50,no,travel_rarely,research & development,9.0,3,,1356,1,Male,3,1,laboratory technician,4,married,4,no,18,"3,0",2,part time,0,8.0,5,3,1,0,0,65245.87531343283,laboratory technician  -  research & development,yes,-= de 10 años
37,yes,travel_rarely,,11.0,2,medical,1357,1,Female,1,2,healthcare representative,2,married,5,no,15,"3,0",1,part time,0,15.0,2,1,1,0,0,47770.0,,yes,-= de 10 años
38,no,travel_rarely,,3.0,4,life sciences,1358,2,Male,3,2,sales executive,4,married,8,yes,12,"3,0",3,part time,0,19.0,1,3,1,0,0,65245.87531343283,,no,-= de 10 años
36,yes,travel_rarely,,15.0,3,,1359,1,Male,3,2,laboratory technician,3,divorced,7,no,14,"3,0",2,part time,1,9.0,3,2,1,0,0,53914.11,,no,-= de 10 años
28,no,travel_rarely,sales,10.0,1,medical,1360,4,Male,3,1,sales representative,2,married,1,no,22,"4,0",2,part time,0,11.318933823529411,5,3,1,0,0,10520.0,sales representative  -  sales,yes,-= de 10 años
43,no,travel_rarely,,25.0,3,,1361,3,Male,2,3,sales executive,4,married,5,no,13,"3,0",3,part time,1,18.0,5,3,1,0,0,100071.84,,yes,-= de 10 años
21,yes,travel_rarely,research & development,10.0,3,,1362,3,Female,2,1,laboratory technician,1,single,1,no,13,"3,0",1,part time,0,1.0,6,2,1,1,0,28111.13,laboratory technician  -  research & development,yes,-= de 10 años
51,yes,travel_rarely,,4.0,4,,1363,1,Male,3,1,research scientist,3,married,9,no,12,"3,0",3,part time,3,18.0,2,4,10,2,7,24610.0,,no,-= de 10 años
37,no,travel_rarely,sales,10.0,4,,1364,4,Female,2,2,sales executive,4,divorced,2,yes,14,"3,0",3,part time,3,8.0,5,3,1,0,0,53914.11,sales executive  -  sales,no,-= de 10 años
28,yes,travel_rarely,research & development,1.0,3,medical,1365,1,Male,2,1,laboratory technician,2,divorced,1,no,15,"3,0",1,part time,2,11.318933823529411,2,3,1,0,0,25960.0,laboratory technician  -  research & development,no,-= de 10 años
50,yes,travel_rarely,,1.0,4,,1366,4,Male,3,2,sales executive,3,single,3,yes,14,"3,0",4,part time,0,5.0,4,3,0,0,0,47280.0,,no,-= de 10 años
34,no,travel_rarely,,3.0,4,,1367,3,Male,2,1,research scientist,4,married,3,no,17,"3,0",4,part time,3,6.0,2,3,0,0,0,28111.13,,yes,-= de 10 años
38,no,travel_rarely,,2.0,2,marketing,1368,4,Male,3,3,sales executive,2,single,7,no,16,"3,0",3,part time,0,11.318933823529411,2,3,1,0,0,73510.0,,yes,-= de 10 años
42,no,travel_rarely,,29.0,3,,1369,2,Male,1,2,laboratory technician,4,married,4,no,19,"3,0",1,part time,0,16.0,3,3,1,0,0,53914.11,,no,-= de 10 años
18,yes,travel_rarely,,8.0,1,,1370,3,Male,3,1,laboratory technician,3,single,1,no,12,"3,0",4,part time,0,11.318933823529411,0,3,0,0,0,28111.13,,yes,-= de 10 años
41,no,travel_rarely,,12.0,4,,1371,2,Male,3,1,laboratory technician,4,married,3,yes,11,"3,0",1,full time,1,6.0,4,3,1,0,0,47660.0,,no,-= de 10 años
35,no,travel_rarely,research & development,1.0,4,medical,1372,4,Male,2,1,laboratory technician,3,married,6,no,12,"3,0",2,part time,1,11.318933823529411,2,3,8,1,7,22580.0,laboratory technician  -  research & development,yes,-= de 10 años
32,no,travel_rarely,sales,2.0,1,,1373,3,Female,3,1,sales representative,1,married,1,no,12,"3,0",3,full time,3,1.0,3,3,1,0,0,28270.0,sales representative  -  sales,no,-= de 10 años
22,yes,travel_rarely,,3.0,4,life sciences,1374,3,Male,2,1,research scientist,4,married,0,yes,11,"3,0",2,full time,1,1.0,5,3,0,0,0,28530.0,,no,-= de 10 años
44,no,non-travel,,8.89240506329114,3,,1375,2,Male,1,1,research scientist,3,single,2,no,13,"3,0",4,part time,0,6.0,3,3,0,0,0,22900.0,,yes,-= de 10 años
41,yes,non-travel,,5.0,2,life sciences,1376,1,Male,2,1,research scientist,1,married,6,no,17,"3,0",1,part time,1,5.0,2,1,1,0,0,21070.0,,yes,-= de 10 años
40,no,travel_frequently,,2.0,4,,1377,2,Male,3,2,sales executive,2,married,5,no,12,"3,0",4,part time,3,11.318933823529411,2,3,0,0,0,53914.11,,no,-= de 10 años
24,yes,travel_rarely,,17.0,2,life sciences,1378,4,Female,3,1,laboratory technician,2,married,1,no,13,"3,0",1,part time,1,1.0,3,1,1,0,0,22100.0,,yes,-= de 10 años
42,no,travel_frequently,,26.0,5,medical,1379,1,Female,3,3,research director,1,married,3,yes,17,"3,0",3,part time,0,11.318933823529411,6,3,1,0,0,131910.0,,no,-= de 10 años
49,no,travel_rarely,research & development,4.0,2,medical,1380,1,Male,2,5,manager,3,married,2,no,13,"3,0",3,full time,1,23.0,2,4,1,0,0,191324.62,manager  -  research & development,no,-= de 10 años
48,no,travel_rarely,,2.0,2,technical degree,1381,4,Male,4,1,laboratory technician,2,single,5,no,11,"3,0",3,part time,0,7.0,4,2,1,0,0,65245.87531343283,,no,-= de 10 años
29,no,travel_rarely,research & development,7.0,3,,1382,3,Male,3,2,healthcare representative,4,married,1,no,11,"3,0",2,part time,2,6.0,2,3,6,1,0,53914.11,healthcare representative  -  research & development,yes,-= de 10 años
48,no,travel_rarely,research & development,1.0,3,life sciences,1383,4,Male,2,5,research director,4,single,6,no,12,"3,0",3,part time,0,11.318933823529411,3,4,1,0,0,182650.0,research director  -  research & development,no,-= de 10 años
34,no,travel_rarely,,20.0,3,technical degree,1384,3,Female,4,1,research scientist,3,married,0,no,17,"3,0",4,part time,0,2.0,5,2,1,0,0,28111.13,,no,-= de 10 años
19,no,travel_rarely,,25.0,3,life sciences,1385,2,Female,4,1,research scientist,4,single,1,no,12,"3,0",4,part time,0,1.0,2,3,1,0,1,28111.13,,yes,-= de 10 años
